query_name,rank,fraction,lineage,query_md5,query_filename,f_weighted_at_rank,bp_match_at_rank,query_ani_at_rank,total_weighted_hashes
SRR11126365,superkingdom,0.5318839525921631,d__Bacteria,8bc4d485,-,0.6648562644303875,146300000,0.9876972862846217,83591
SRR11126365,superkingdom,0.00810732203882789,Eukaryota,8bc4d485,-,0.003457309997487768,2230000,0.9099082370654554,83591
SRR11126365,superkingdom,0.007234785137788119,d__Archaea,8bc4d485,-,0.028220741467382845,1990000,0.9078789645901192,83591
SRR11126365,superkingdom,0.45277394023122086,unclassified,8bc4d485,-,0.30346568410474195,124540000,,83591
SRR11126365,phylum,0.3675561695630044,d__Bacteria;p__Bacillota,8bc4d485,-,0.5519493725401088,101100000,0.9805662373379732,83591
SRR11126365,phylum,0.10648585763106222,d__Bacteria;p__Bacteroidota,8bc4d485,-,0.07217284157385369,29290000,0.9570338365367577,83591
SRR11126365,phylum,0.027739402312222793,d__Bacteria;p__Pseudomonadota,8bc4d485,-,0.023088610017824886,7630000,0.9321214286637909,83591
SRR11126365,phylum,0.02177706682178435,d__Bacteria;p__Actinomycetota,8bc4d485,-,0.013960833104042303,5990000,0.9277089632061966,83591
SRR11126365,phylum,0.007671053588308005,Eukaryota;Chordata,8bc4d485,-,0.003253938821164958,2110000,0.9089219027316792,83591
SRR11126365,phylum,0.0070166509125281756,d__Archaea;p__Methanobacteriota,8bc4d485,-,0.028137000394779337,1930000,0.9073341402129647,83591
SRR11126365,phylum,0.004217261688358904,d__Bacteria;p__Desulfobacterota_I,8bc4d485,-,0.0018303405869052889,1160000,0.8983218673105251,83591
SRR11126365,phylum,0.0018177852104995272,d__Bacteria;p__Synergistota,8bc4d485,-,0.0008374107260350996,500000,0.8836200067149934,83591
SRR11126365,phylum,0.0014178724641896313,d__Bacteria;p__Spirochaetota,8bc4d485,-,0.0006460025600842196,390000,0.8793256634676013,83591
SRR11126365,phylum,0.0005089798589398677,d__Bacteria;p__Campylobacterota,8bc4d485,-,0.00021533418669473988,140000,0.8618377279248546,83591
SRR11126365,phylum,0.00043626845051988655,Eukaryota;Ascomycota,8bc4d485,-,0.00020337117632280988,120000,0.8592367025179579,83591
SRR11126365,phylum,0.00021813422525994328,d__Archaea;p__Thermoplasmatota,8bc4d485,-,8.374107260350995e-05,60000,0.847637712549679,83591
SRR11126365,phylum,0.00018177852104995273,d__Bacteria;p__Patescibacteriota,8bc4d485,-,8.374107260350995e-05,50000,0.8446128749711438,83591
SRR11126365,phylum,0.00018177852104995273,d__Bacteria;p__Planctomycetota,8bc4d485,-,7.177806223157996e-05,50000,0.8446128749711438,83591
SRR11126365,phylum,0.4527739402312223,unclassified,8bc4d485,-,0.30346568410474517,124540000,,83591
SRR11126365,class,0.29204537191885416,d__Bacteria;p__Bacillota;c__Clostridia,8bc4d485,-,0.46916534076634886,80330000,0.976154664534709,83591
SRR11126365,class,0.10648585763106222,d__Bacteria;p__Bacteroidota;c__Bacteroidia,8bc4d485,-,0.07217284157385369,29290000,0.9570338365367577,83591
SRR11126365,class,0.05718752272231518,d__Bacteria;p__Bacillota;c__Bacilli,8bc4d485,-,0.07065353925661846,15730000,0.9454386630747634,83591
SRR11126365,class,0.027739402312222793,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria,8bc4d485,-,0.023088610017824886,7630000,0.9321214286637909,83591
SRR11126365,class,0.013778811895586413,d__Bacteria;p__Bacillota;c__Negativicutes,8bc4d485,-,0.009283296048617674,3790000,0.9194200204147014,83591
SRR11126365,class,0.013524321966116483,d__Bacteria;p__Actinomycetota;c__Actinomycetes,8bc4d485,-,0.006065246258568506,3720000,0.9190840004486271,83591
