query_name,rank,fraction,lineage,query_md5,query_filename,f_weighted_at_rank,bp_match_at_rank,query_ani_at_rank,total_weighted_hashes
SRR8655119,superkingdom,0.19675143197100012,d__Bacteria,f2f0654f,-,0.377609102580436,355520000,0.9686240611979482,1020370
SRR8655119,superkingdom,0.0066631616812861455,d__Archaea,f2f0654f,-,0.024149083175710774,12040000,0.9064149619888123,1020370
SRR8655119,superkingdom,0.002180469852513905,Eukaryota,f2f0654f,-,0.0006076227250899184,3940000,0.8867775862656481,1020370
SRR8655119,superkingdom,0.7944049364951998,unclassified,f2f0654f,-,0.5976341915187633,1435450000,,1020370
SRR8655119,phylum,0.07367663742770975,d__Bacteria;p__Bacillota,f2f0654f,-,0.0793457275302097,133130000,0.9501469537915527,1020370
SRR8655119,phylum,0.044450593541603335,d__Bacteria;p__Bacteroidota,f2f0654f,-,0.09906504503268423,80320000,0.9407793917182231,1020370
SRR8655119,phylum,0.019087412490661048,d__Bacteria;p__Verrucomicrobiota,f2f0654f,-,0.12224487195821127,34490000,0.9253140531094588,1020370
SRR8655119,phylum,0.014958908658236259,d__Bacteria;p__Spirochaetota,f2f0654f,-,0.02591020904181815,27030000,0.9209026521822062,1020370
SRR8655119,phylum,0.012617947369877418,d__Bacteria;p__Pseudomonadota,f2f0654f,-,0.014428099610925454,22800000,0.9178347248823052,1020370
SRR8655119,phylum,0.0066244223691856435,d__Bacteria;p__Synergistota,f2f0654f,-,0.007787371247684661,11970000,0.9063113358851196,1020370
SRR8655119,phylum,0.00546224300617062,d__Archaea;p__Halobacteriota,f2f0654f,-,0.023801170163764124,9870000,0.9028897564011038,1020370
SRR8655119,phylum,0.005357093444754972,d__Bacteria;p__Actinomycetota,f2f0654f,-,0.002090418181639993,9680000,0.9025456978956314,1020370
SRR8655119,phylum,0.005213204571238828,d__Bacteria;p__Fibrobacterota,f2f0654f,-,0.016159824377431714,9420000,0.9020639942787798,1020370
SRR8655119,phylum,0.002374166413016409,d__Bacteria;p__Chloroflexota,f2f0654f,-,0.0008134304222977938,4290000,0.8882586275798929,1020370
SRR8655119,phylum,0.0020697861036553305,d__Bacteria;p__Cloacimonadota,f2f0654f,-,0.0033507453178748883,3740000,0.8858722295748958,1020370
SRR8655119,phylum,0.001726666482193752,d__Bacteria;p__Planctomycetota,f2f0654f,-,0.000526279682860139,3120000,0.8827294518034293,1020370
SRR8655119,phylum,0.0015661750463488195,d__Bacteria;p__Hydrogenedentota,f2f0654f,-,0.0004233758342562012,2830000,0.8810425204520038,1020370
SRR8655119,phylum,0.001472093859819032,d__Bacteria;p__Sumerlaeota,f2f0654f,-,0.0033174240716602804,2660000,0.8799729524899603,1020370
SRR8655119,phylum,0.0012119870500013833,d__Bacteria;p__Desulfobacterota,f2f0654f,-,0.00034889304860001764,2190000,0.876624664857195,1020370
SRR8655119,phylum,0.0011013033011428096,Eukaryota;Chordata,f2f0654f,-,0.00025382949322304656,1990000,0.8749800989955443,1020370
SRR8655119,phylum,0.0009795511773983785,d__Bacteria;p__Patescibacteriota,f2f0654f,-,0.0005988023952095808,1770000,0.872972437716506,1020370
SRR8655119,phylum,0.0009629486150695925,d__Archaea;p__Methanobacteriota,f2f0654f,-,0.0002812705195174299,1740000,0.8726798795113494,1020370
SRR8655119,phylum,0.0009352776778549489,Eukaryota;Streptophyta,f2f0654f,-,0.0002910708860511383,1690000,0.8721811129895936,1020370
SRR8655119,phylum,0.0008301281164393038,d__Bacteria;p__Armatimonadota,f2f0654f,-,0.0003430128286797926,1500000,0.8701439017469057,1020370
