query_name,rank,fraction,lineage,query_md5,query_filename,f_weighted_at_rank,bp_match_at_rank,query_ani_at_rank,total_weighted_hashes
ERR3211848,superkingdom,0.04893617021276595,d__Bacteria,f146e012,-,0.008882815169115136,230000,0.9425544977365236,2927
ERR3211848,superkingdom,0.04042553191489362,Eukaryota,f146e012,-,0.8165357020840451,190000,0.9390301234730032,2927
ERR3211848,superkingdom,0.9106382978723404,unclassified,f146e012,-,0.1745814827468397,4280000,,2927
ERR3211848,phylum,0.04893617021276595,d__Bacteria;p__Bacteroidota,f146e012,-,0.008882815169115136,230000,0.9425544977365236,2927
ERR3211848,phylum,0.02127659574468085,Eukaryota;Basidiomycota,f146e012,-,0.004783054321831227,100000,0.9272861378461615,2927
ERR3211848,phylum,0.019148936170212766,Eukaryota;Annelida,f146e012,-,0.8117526477622139,90000,0.9253724418278407,2927
ERR3211848,phylum,0.9106382978723404,unclassified,f146e012,-,0.1745814827468397,4280000,,2927
ERR3211848,class,0.04893617021276595,d__Bacteria;p__Bacteroidota;c__Bacteroidia,f146e012,-,0.008882815169115136,230000,0.9425544977365236,2927
ERR3211848,class,0.02127659574468085,Eukaryota;Basidiomycota;Agaricomycetes,f146e012,-,0.004783054321831227,100000,0.9272861378461615,2927
ERR3211848,class,0.019148936170212766,Eukaryota;Annelida;Clitellata,f146e012,-,0.8117526477622139,90000,0.9253724418278407,2927
ERR3211848,class,0.9106382978723404,unclassified,f146e012,-,0.1745814827468397,4280000,,2927
ERR3211848,order,0.04893617021276595,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales,f146e012,-,0.008882815169115136,230000,0.9425544977365236,2927
ERR3211848,order,0.02127659574468085,Eukaryota;Basidiomycota;Agaricomycetes;Agaricales,f146e012,-,0.004783054321831227,100000,0.9272861378461615,2927
ERR3211848,order,0.019148936170212766,Eukaryota;Annelida;Clitellata;Crassiclitellata,f146e012,-,0.8117526477622139,90000,0.9253724418278407,2927
ERR3211848,order,0.9106382978723404,unclassified,f146e012,-,0.1745814827468397,4280000,,2927
ERR3211848,family,0.04893617021276595,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae,f146e012,-,0.008882815169115136,230000,0.9425544977365236,2927
ERR3211848,family,0.02127659574468085,Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Pterulaceae,f146e012,-,0.004783054321831227,100000,0.9272861378461615,2927
ERR3211848,family,0.019148936170212766,Eukaryota;Annelida;Clitellata;Crassiclitellata;Megascolecidae,f146e012,-,0.8117526477622139,90000,0.9253724418278407,2927
ERR3211848,family,0.9106382978723404,unclassified,f146e012,-,0.1745814827468397,4280000,,2927
ERR3211848,genus,0.04893617021276595,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella,f146e012,-,0.008882815169115136,230000,0.9425544977365236,2927
ERR3211848,genus,0.02127659574468085,Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Pterulaceae;Pterula,f146e012,-,0.004783054321831227,100000,0.9272861378461615,2927
ERR3211848,genus,0.019148936170212766,Eukaryota;Annelida;Clitellata;Crassiclitellata;Megascolecidae;Amynthas,f146e012,-,0.8117526477622139,90000,0.9253724418278407,2927
ERR3211848,genus,0.9106382978723404,unclassified,f146e012,-,0.1745814827468397,4280000,,2927
ERR3211848,species,0.02127659574468085,Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Pterulaceae;Pterula;Pterula multifida,f146e012,-,0.004783054321831227,100000,0.9272861378461615,2927
ERR3211848,species,0.019148936170212766,Eukaryota;Annelida;Clitellata;Crassiclitellata;Megascolecidae;Amynthas;Amynthas corticis,f146e012,-,0.8117526477622139,90000,0.9253724418278407,2927
ERR3211848,species,0.019148936170212766,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp945863825,f146e012,-,0.0034164673727365906,90000,0.9253724418278407,2927
ERR3211848,species,0.01702127659574468,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900546535,f146e012,-,0.0030748206354629312,80000,0.9232377866545154,2927
ERR3211848,species,0.01276595744680851,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900313215,f146e012,-,0.0023915271609156134,60000,0.9180446245420006,2927
ERR3211848,species,0.9106382978723404,unclassified,f146e012,-,0.1745814827468397,4280000,,2927
ERR3211848,strain,0.02127659574468085,Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Pterulaceae;Pterula;Pterula multifida;unclassified Pterula multifida subspecies/strain,f146e012,-,0.004783054321831227,100000,0.9272861378461615,2927
ERR3211848,strain,0.019148936170212766,Eukaryota;Annelida;Clitellata;Crassiclitellata;Megascolecidae;Amynthas;Amynthas corticis;unclassified Amynthas corticis subspecies/strain,f146e012,-,0.8117526477622139,90000,0.9253724418278407,2927
ERR3211848,strain,0.9595744680851064,unclassified,f146e012,-,0.18346429791595487,4510000,,2927
